id,parent,name,level,hid,iso639_3,latitude,longitude,macroareas,countries,timespan,branch,parent_name,id.1,family,family_id,macroarea,nr_macroarea,Genus.wals,Area.autotyp,Family.wals
kaba1278,circ1239,Kabardian,language,kbd,kbd,43.5082,43.3918,['Eurasia'],"['Russian Federation', 'Turkey']",,Circassian,Circassian,kaba1278,Abkhaz-Adyge,abkh1242,Eurasia,1,Northwest Caucasian,Greater Mesopotamia,Northwest Caucasian
grea1271,kaba1278,Greater Kabardian,dialect,,,,,['Eurasia'],[],,Circassian,Kabardian,grea1271,Abkhaz-Adyge,abkh1242,Eurasia,1,,,
ubyk1235,abkh1242,Ubykh,language,uby,uby,43.67,39.67,['Eurasia'],['Turkey'],"{'start_year': 1992, 'start_month': 1, 'start_day': 1, 'end_year': 1992, 'end_month': 1, 'end_day': 1}",,Abkhaz-Adyge,ubyk1235,Abkhaz-Adyge,abkh1242,Eurasia,1,Northwest Caucasian,Greater Mesopotamia,Northwest Caucasian
abun1252,,Abun,language,kgr,kgr,-0.57073,132.416,['Papunesia'],['Indonesia'],,,,abun1252,,,Papunesia,1,Abun,N Coast New Guinea,Abun
abun1253,abun1252,Abun Je,dialect,,,,,['Papunesia'],[],,,Abun,abun1253,Abun,abun1252,Papunesia,1,,,
abun1254,abun1252,Abun Tat,dialect,,,,,['Papunesia'],[],,,Abun,abun1254,Abun,abun1252,Papunesia,1,,,
abun1255,abun1252,Abun Ji,dialect,,,,,['Papunesia'],[],,,Abun,abun1255,Abun,abun1252,Papunesia,1,,,
adai1235,,Adai,language,xad,xad,31.6314,-92.0059,['North America'],['United States'],,,,adai1235,,,North America,1,,,
afro1255,,Afro-Asiatic,family,,,,,[],[],,,,afro1255,,,,0,,,
berb1260,afro1255,Berber,family,,,,,[],[],,Berber,Afro-Asiatic,berb1260,Afro-Asiatic,afro1255,,0,,,
awji1241,berb1260,Awjilah,language,auj,auj,29.2341,21.1819,['Africa'],['Libya'],,Berber,Berber,awji1241,Afro-Asiatic,afro1255,Africa,1,,,
ghad1239,berb1260,Ghadames,language,gha,gha,30.1168,10.0165,['Africa'],"['Algeria', 'Libya', 'Tunisia']",,Berber,Berber,ghad1239,Afro-Asiatic,afro1255,Africa,1,,,
aytw1238,ghad1239,Ayt Waziten,dialect,,,,,['Africa'],[],,Berber,Ghadames,aytw1238,Afro-Asiatic,afro1255,Africa,1,,,
eltu1238,ghad1239,Elt Ulid,dialect,,,,,['Africa'],[],,Berber,Ghadames,eltu1238,Afro-Asiatic,afro1255,Africa,1,,,
grea1296,berb1260,Greater Zenatic,family,,,,,[],[],,Greater Zenatic,Berber,grea1296,Afro-Asiatic,afro1255,,0,,,
siwi1238,grea1296,Libyan-Egyptian Oases Berber,family,,,,,[],[],,Libyan-Egyptian Oases Berber,Greater Zenatic,siwi1238,Afro-Asiatic,afro1255,,0,,,
sawk1238,siwi1238,Sawknah-Fogaha,language,swn,swn,29.16,15.9742,['Africa'],['Libya'],"{'start_year': 1955, 'start_month': 1, 'start_day': 1, 'end_year': 1955, 'end_month': 1, 'end_day': 1}",Libyan-Egyptian Oases Berber,Libyan-Egyptian Oases Berber,sawk1238,Afro-Asiatic,afro1255,Africa,1,,,
siwi1239,siwi1238,Siwi,language,siz,siz,29.200415,25.519627,['Africa'],['Egypt'],,Libyan-Egyptian Oases Berber,Libyan-Egyptian Oases Berber,siwi1239,Afro-Asiatic,afro1255,Africa,1,Berber,N Africa,Afro-Asiatic
zena1250,grea1296,Zenatic,family,,,,,[],[],,Zenatic,Greater Zenatic,zena1250,Afro-Asiatic,afro1255,,0,,,
chen1266,zena1250,Western Algerian Berber,language,cnu,cnu,36.5917,2.19899,['Africa'],['Algeria'],,Zenatic,Zenatic,chen1266,Afro-Asiatic,afro1255,Africa,1,,,
moza1250,zena1250,Northern Saharan Oasis Berber,family,,,,,[],[],,Northern Saharan Oasis Berber,Zenatic,moza1250,Afro-Asiatic,afro1255,,0,,,
ouar1239,moza1250,Ouargli-Oued Righ,family,,,,,[],[],,Ouargli-Oued Righ,Northern Saharan Oasis Berber,ouar1239,Afro-Asiatic,afro1255,,0,,,
taga1278,ouar1239,Ouargli,language,oua,oua,31.9454,5.28444,['Africa'],['Algeria'],,Ouargli-Oued Righ,Ouargli-Oued Righ,taga1278,Afro-Asiatic,afro1255,Africa,1,Berber,N Africa,Afro-Asiatic
oued1238,taga1278,Ouedghir,dialect,,,,,['Africa'],[],,Ouargli-Oued Righ,Ouargli,oued1238,Afro-Asiatic,afro1255,Africa,1,,,
tari1264,taga1278,Tariyit,dialect,,,,,['Africa'],[],,Ouargli-Oued Righ,Ouargli,tari1264,Afro-Asiatic,afro1255,Africa,1,,,
tema1244,taga1278,Temacin,dialect,,,,,['Africa'],[],,Ouargli-Oued Righ,Ouargli,tema1244,Afro-Asiatic,afro1255,Africa,1,,,
tema1243,ouar1239,Oued Righ,language,tjo,tjo,33.3489,6.06562,['Africa'],['Algeria'],,Ouargli-Oued Righ,Ouargli-Oued Righ,tema1243,Afro-Asiatic,afro1255,Africa,1,,,
tazn1238,moza1250,Sud Oranais-Gourara,language,grr,grr,29.1107,0.01992,['Africa'],['Algeria'],,Northern Saharan Oasis Berber,Northern Saharan Oasis Berber,tazn1238,Afro-Asiatic,afro1255,Africa,1,,,
gour1247,tazn1238,Gourara,dialect,,,,,['Africa'],[],,Northern Saharan Oasis Berber,Sud Oranais-Gourara,gour1247,Afro-Asiatic,afro1255,Africa,1,,,
sout3056,tazn1238,South Oran,dialect,,,,,['Africa'],[],,Northern Saharan Oasis Berber,Sud Oranais-Gourara,sout3056,Afro-Asiatic,afro1255,Africa,1,,,
toua1238,tazn1238,Touat,dialect,,,,,['Africa'],[],,Northern Saharan Oasis Berber,Sud Oranais-Gourara,toua1238,Afro-Asiatic,afro1255,Africa,1,,,
tidi1241,moza1250,Tidikelt-Tuat Tamazight,language,tia,tia,27.019,1.86218,['Africa'],['Algeria'],,Northern Saharan Oasis Berber,Northern Saharan Oasis Berber,tidi1241,Afro-Asiatic,afro1255,Africa,1,,,
tidi1242,tidi1241,Tidikelt,dialect,,,,,['Africa'],[],,Northern Saharan Oasis Berber,Tidikelt-Tuat Tamazight,tidi1242,Afro-Asiatic,afro1255,Africa,1,,,
titt1238,tidi1241,Tit,dialect,,,,,['Africa'],[],,Northern Saharan Oasis Berber,Tidikelt-Tuat Tamazight,titt1238,Afro-Asiatic,afro1255,Africa,1,,,
tumz1238,moza1250,Tumzabt,language,mzb,mzb,32.5014,3.85035,['Africa'],['Algeria'],,Northern Saharan Oasis Berber,Northern Saharan Oasis Berber,tumz1238,Afro-Asiatic,afro1255,Africa,1,Berber,N Africa,Afro-Asiatic
tach1249,zena1250,Chaouia of the Aures,language,shy,shy,35.1867,6.88901,['Africa'],"['Algeria', 'Tunisia']",,Zenatic,Zenatic,tach1249,Afro-Asiatic,afro1255,Africa,1,Berber,N Africa,Afro-Asiatic
tari1263,zena1250,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,language,rif,rif,34.916974,-3.430616,['Africa'],"['Algeria', 'Spain', 'Morocco']",,Zenatic,Zenatic,tari1263,Afro-Asiatic,afro1255,Africa,1,Berber,N Africa,Afro-Asiatic
east2803,tari1263,Eastern Middle Atlas Berber,dialect,,,,,['Africa'],[],,Zenatic,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,east2803,Afro-Asiatic,afro1255,Africa,1,,,
riff1234,tari1263,Riffian,dialect,,,,,['Africa'],[],,Zenatic,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,riff1234,Afro-Asiatic,afro1255,Africa,1,,,
east2804,riff1234,Eastern Rif,dialect,,,,,['Africa'],[],,Zenatic,Riffian,east2804,Afro-Asiatic,afro1255,Africa,1,,,
beni1249,east2804,Beni Iznassen,dialect,,,34.9167,-2.3167,['Africa'],['Morocco'],,Zenatic,Eastern Rif,beni1249,Afro-Asiatic,afro1255,Africa,1,,,
cent2333,east2804,Central Rif,dialect,,,,,['Africa'],[],,Zenatic,Eastern Rif,cent2333,Afro-Asiatic,afro1255,Africa,1,,,
arze1238,cent2333,Arzeu,dialect,,,,,['Africa'],[],,Zenatic,Central Rif,arze1238,Afro-Asiatic,afro1255,Africa,1,,,
beni1250,cent2333,Beni Touzine,dialect,,,,,['Africa'],[],,Zenatic,Central Rif,beni1250,Afro-Asiatic,afro1255,Africa,1,,,
beni1251,cent2333,Beni Oulichek,dialect,,,,,['Africa'],[],,Zenatic,Central Rif,beni1251,Afro-Asiatic,afro1255,Africa,1,,,
guel1234,cent2333,Guelaya,dialect,,,,,['Africa'],[],,Zenatic,Central Rif,guel1234,Afro-Asiatic,afro1255,Africa,1,,,
tems1234,cent2333,Temsamane,dialect,,,,,['Africa'],[],,Zenatic,Central Rif,tems1234,Afro-Asiatic,afro1255,Africa,1,,,
kebd1234,east2804,Kebdana,dialect,,,,,['Africa'],[],,Zenatic,Eastern Rif,kebd1234,Afro-Asiatic,afro1255,Africa,1,,,
sout3264,east2804,Southern Rif,dialect,,,,,['Africa'],[],,Zenatic,Eastern Rif,sout3264,Afro-Asiatic,afro1255,Africa,1,,,
beni1252,sout3264,Beni Bou Yhi,dialect,,,,,['Africa'],[],,Zenatic,Southern Rif,beni1252,Afro-Asiatic,afro1255,Africa,1,,,
igze1238,sout3264,Igzennaian,dialect,,,,,['Africa'],[],,Zenatic,Southern Rif,igze1238,Afro-Asiatic,afro1255,Africa,1,,,
meta1239,sout3264,Metalsa,dialect,,,,,['Africa'],[],,Zenatic,Southern Rif,meta1239,Afro-Asiatic,afro1255,Africa,1,,,
west2882,riff1234,Western Rif,dialect,,,,,['Africa'],[],,Zenatic,Riffian,west2882,Afro-Asiatic,afro1255,Africa,1,,,
boqq1234,west2882,Boqqoya,dialect,,,,,['Africa'],[],,Zenatic,Western Rif,boqq1234,Afro-Asiatic,afro1255,Africa,1,,,
urri1238,west2882,Urrighel,dialect,,,,,['Africa'],[],,Zenatic,Western Rif,urri1238,Afro-Asiatic,afro1255,Africa,1,,,
zuar1239,zena1250,Zuara-Sened,family,,,,,[],[],,Zuara-Sened,Zenatic,zuar1239,Afro-Asiatic,afro1255,,0,,,
sene1271,zuar1239,Sened,language,sds,sds,34.4678,9.43778,['Africa'],['Tunisia'],"{'start_year': 1975, 'start_month': 1, 'start_day': 1, 'end_year': 1975, 'end_month': 1, 'end_day': 1}",Zenatic,Zuara-Sened,sene1271,Afro-Asiatic,afro1255,Africa,1,,,
nucl1705,sene1271,Nuclear Sened,dialect,,,,,['Africa'],[],,Zenatic,Sened,nucl1705,Afro-Asiatic,afro1255,Africa,1,,,
tmag1238,sene1271,Tmagourt,dialect,,,,,['Africa'],[],,Zenatic,Sened,tmag1238,Afro-Asiatic,afro1255,Africa,1,,,
tuni1262,zuar1239,Tunisian-Zuwara Berber,language,NOCODE_Tunisian-Zuwara,,32.863859,11.299621,['Africa'],['Tunisia'],,Zenatic,Zuara-Sened,tuni1262,Afro-Asiatic,afro1255,Africa,1,,,
kaby1244,berb1260,Kabyle-Atlas Berber,family,,,,,[],[],,Kabyle-Atlas Berber,Berber,kaby1244,Afro-Asiatic,afro1255,,0,,,
atla1275,kaby1244,Atlas Berber,family,,,,,[],[],,Atlas Berber,Kabyle-Atlas Berber,atla1275,Afro-Asiatic,afro1255,,0,,,
cent2194,atla1275,Central Moroccan Berber,language,tzm,tzm,32.7415,-2.40872,['Africa'],"['Algeria', 'Morocco']",,Atlas Berber,Atlas Berber,cent2194,Afro-Asiatic,afro1255,Africa,1,Berber,N Africa,Afro-Asiatic
cent2195,cent2194,Central Atlas,dialect,,,,,['Africa'],[],,Atlas Berber,Central Moroccan Berber,cent2195,Afro-Asiatic,afro1255,Africa,1,,,
stan1324,cent2194,Standard Moroccan Tamazight,dialect,zgh,zgh,,,['Africa'],['Morocco'],,Atlas Berber,Central Moroccan Berber,stan1324,Afro-Asiatic,afro1255,Africa,1,,,
nort3248,atla1275,Northwestern Moroccan Berber,family,,,,,[],[],,Northwestern Moroccan Berber,Atlas Berber,nort3248,Afro-Asiatic,afro1255,,0,,,
ghom1257,nort3248,Ghomara,language,gho,gho,34.7979,-4.6696,['Africa'],['Morocco'],,Northwestern Moroccan Berber,Northwestern Moroccan Berber,ghom1257,Afro-Asiatic,afro1255,Africa,1,,,
senh1238,nort3248,Senhaja De Srair,language,sjs,sjs,34.9992,-4.51293,['Africa'],['Morocco'],,Northwestern Moroccan Berber,Northwestern Moroccan Berber,senh1238,Afro-Asiatic,afro1255,Africa,1,,,
aytb1234,senh1238,Ayt Bunsar,dialect,,,,,['Africa'],[],,,Senhaja De Srair,aytb1234,Afro-Asiatic,afro1255,Africa,1,,,
ayth1234,senh1238,Ayt Hmed,dialect,,,,,['Africa'],[],,,Senhaja De Srair,ayth1234,Afro-Asiatic,afro1255,Africa,1,,,
aytm1234,senh1238,Ayt Mezduy,dialect,,,,,['Africa'],[],,,Senhaja De Srair,aytm1234,Afro-Asiatic,afro1255,Africa,1,,,
ayts1234,senh1238,Ayt Seddat,dialect,,,,,['Africa'],[],,,Senhaja De Srair,ayts1234,Afro-Asiatic,afro1255,Africa,1,,,
keta1244,senh1238,Ketama,dialect,,,,,['Africa'],[],,,Senhaja De Srair,keta1244,Afro-Asiatic,afro1255,Africa,1,,,
tagh1234,senh1238,Taghzut,dialect,,,,,['Africa'],[],,,Senhaja De Srair,tagh1234,Afro-Asiatic,afro1255,Africa,1,,,
zerq1234,senh1238,Zerqet,dialect,,,,,['Africa'],[],,,Senhaja De Srair,zerq1234,Afro-Asiatic,afro1255,Africa,1,,,
tach1250,atla1275,Tachelhit,language,shi,shi,29.7854,-7.77879,['Africa'],"['Algeria', 'Morocco']",,Atlas Berber,Atlas Berber,tach1250,Afro-Asiatic,afro1255,Africa,1,Berber,N Africa,Afro-Asiatic
susi1238,tach1250,Susiua,dialect,,,,,['Africa'],[],,Atlas Berber,Tachelhit,susi1238,Afro-Asiatic,afro1255,Africa,1,,,
kaby1243,kaby1244,Kabyle,language,kab,kab,36.4103,4.76137,['Africa'],['Algeria'],,Kabyle-Atlas Berber,Kabyle-Atlas Berber,kaby1243,Afro-Asiatic,afro1255,Africa,1,Berber,N Africa,Afro-Asiatic
grea1281,kaby1243,Western Kabyle,dialect,,,,,['Africa'],[],,Kabyle-Atlas Berber,Kabyle,grea1281,Afro-Asiatic,afro1255,Africa,1,,,
less1241,kaby1243,Eastern Kabyle,dialect,,,,,['Africa'],[],,Kabyle-Atlas Berber,Kabyle,less1241,Afro-Asiatic,afro1255,Africa,1,,,
nafu1238,berb1260,Nafusi,language,jbn,jbn,33.4398,9.83329,['Africa'],"['Libya', 'Tunisia']",,Berber,Berber,nafu1238,Afro-Asiatic,afro1255,Africa,1,,,
jbal1238,nafu1238,Jbali-Tamezret,dialect,,,,,['Africa'],[],,Berber,Nafusi,jbal1238,Afro-Asiatic,afro1255,Africa,1,,,
jerb1241,nafu1238,Jerba,dialect,,,,,['Africa'],[],,Berber,Nafusi,jerb1241,Afro-Asiatic,afro1255,Africa,1,,,
jerb1242,nafu1238,Jerbi,dialect,,,,,['Africa'],[],,Berber,Nafusi,jerb1242,Afro-Asiatic,afro1255,Africa,1,,,
tame1243,nafu1238,Tamezret,dialect,,,,,['Africa'],[],,Berber,Nafusi,tame1243,Afro-Asiatic,afro1255,Africa,1,,,
tuar1240,berb1260,Tuareg,family,tmh,tmh,,,['Africa'],['Mali'],,Tuareg,Berber,tuar1240,Afro-Asiatic,afro1255,Africa,1,,,
sout3263,tuar1240,Southern Tuareg,family,,,,,[],[],,Southern Tuareg,Tuareg,sout3263,Afro-Asiatic,afro1255,,0,,,
tama1365,sout3263,Tamasheq,language,taq,taq,14.2038,-2.41269,['Africa'],"['Burkina Faso', 'Mali']",,Southern Tuareg,Southern Tuareg,tama1365,Afro-Asiatic,afro1255,Africa,1,Berber,African Savannah,Afro-Asiatic
tadg1238,tama1365,Tadghaq,dialect,,,,,['Africa'],[],,Southern Tuareg,Tamasheq,tadg1238,Afro-Asiatic,afro1255,Africa,1,,,
tadh1242,tama1365,Tadhaq,dialect,,,,,['Africa'],[],,Southern Tuareg,Tamasheq,tadh1242,Afro-Asiatic,afro1255,Africa,1,,,
timb1263,tama1365,Timbuktu,dialect,,,,,['Africa'],[],,Southern Tuareg,Tamasheq,timb1263,Afro-Asiatic,afro1255,Africa,1,,,
tawa1286,sout3263,Tawallammat Tamajaq,language,ttq,ttq,13.9878,4.47692,['Africa'],"['Burkina Faso', 'Mali', 'Niger', 'Nigeria']",,Southern Tuareg,Southern Tuareg,tawa1286,Afro-Asiatic,afro1255,Africa,1,,,
ioul1238,tawa1286,Ioullemmeden,dialect,,,,,['Africa'],[],,Southern Tuareg,Tawallammat Tamajaq,ioul1238,Afro-Asiatic,afro1255,Africa,1,,,
tawa1287,tawa1286,Tawallammat Tan Ataram,dialect,,,,,['Africa'],[],,Southern Tuareg,Tawallammat Tamajaq,tawa1287,Afro-Asiatic,afro1255,Africa,1,,,
tawa1288,tawa1286,Tawallammat Tan Dannag,dialect,,,,,['Africa'],[],,Southern Tuareg,Tawallammat Tamajaq,tawa1288,Afro-Asiatic,afro1255,Africa,1,,,
taya1257,sout3263,Tayart Tamajeq,language,thz,thz,16.9232,7.6743,['Africa'],['Niger'],,Southern Tuareg,Southern Tuareg,taya1257,Afro-Asiatic,afro1255,Africa,1,,,
airr1242,taya1257,Air (Berber),dialect,,,,,['Africa'],[],,Southern Tuareg,Tayart Tamajeq,airr1242,Afro-Asiatic,afro1255,Africa,1,,,
tana1297,taya1257,Tanassfarwat,dialect,,,,,['Africa'],[],,Southern Tuareg,Tayart Tamajeq,tana1297,Afro-Asiatic,afro1255,Africa,1,,,
taha1241,tuar1240,Tahaggart Tamahaq,language,thv,thv,22.5908,8.73169,['Africa'],"['Algeria', 'Libya', 'Mali', 'Niger']",,Tuareg,Tuareg,taha1241,Afro-Asiatic,afro1255,Africa,1,Berber,African Savannah,Afro-Asiatic
ghat1242,taha1241,Ghat,dialect,,,,,['Africa'],[],,Tuareg,Tahaggart Tamahaq,ghat1242,Afro-Asiatic,afro1255,Africa,1,,,
hogg1238,taha1241,Hoggar,dialect,,,,,['Africa'],[],,Tuareg,Tahaggart Tamahaq,hogg1238,Afro-Asiatic,afro1255,Africa,1,,,
unun9880,berb1260,Unclassified Berber,family,,,,,[],[],,Unclassified Berber,Berber,unun9880,Afro-Asiatic,afro1255,,0,,,
guan1277,unun9880,Guanche,language,gnc,gnc,28.0,-15.5,['Africa'],['Spain'],"{'start_year': 1341, 'start_month': 1, 'start_day': 1, 'end_year': 1341, 'end_month': 1, 'end_day': 1}",Unclassified Berber,Unclassified Berber,guan1277,Afro-Asiatic,afro1255,Africa,1,,,
west2724,berb1260,Western Berber,family,,,,,[],[],,Western Berber,Berber,west2724,Afro-Asiatic,afro1255,,0,,,
tets1235,west2724,Tetserret,language,tez,tez,14.973333,5.699722,['Africa'],['Niger'],,Western Berber,Western Berber,tets1235,Afro-Asiatic,afro1255,Africa,1,,,
zena1248,west2724,Zenaga,language,zen,zen,16.82,-16.1711,['Africa'],"['Mauritania', 'Senegal']",,Western Berber,Western Berber,zena1248,Afro-Asiatic,afro1255,Africa,1,Berber,African Savannah,Afro-Asiatic
chad1250,afro1255,Chadic,family,,,,,[],[],,Chadic,Afro-Asiatic,chad1250,Afro-Asiatic,afro1255,,0,,,
bium1280,chad1250,Biu-Mandara,family,,,,,[],[],,Biu-Mandara,Chadic,bium1280,Afro-Asiatic,afro1255,,0,,,
hurz1242,bium1280,Hurza,family,,,,,[],[],,Hurza,Biu-Mandara,hurz1242,Afro-Asiatic,afro1255,,0,,,
mbuk1243,hurz1242,Mbuko,language,mqb,mqb,10.7788,14.1677,['Africa'],['Cameroon'],,Hurza,Hurza,mbuk1243,Afro-Asiatic,afro1255,Africa,1,,,
vame1236,hurz1242,Vame,language,mlr,mlr,10.9481,14.2131,['Africa'],['Cameroon'],,Hurza,Hurza,vame1236,Afro-Asiatic,afro1255,Africa,1,,,
dume1239,vame1236,Dume (Vame),dialect,,,,,['Africa'],[],,Hurza,Vame,dume1239,Afro-Asiatic,afro1255,Africa,1,,,
gwen1242,vame1236,Pelasla,dialect,,,,,['Africa'],[],,Hurza,Vame,gwen1242,Afro-Asiatic,afro1255,Africa,1,,,
hurz1243,vame1236,Hurzo,dialect,,,,,['Africa'],[],,Hurza,Vame,hurz1243,Afro-Asiatic,afro1255,Africa,1,,,
mber1261,vame1236,Mberem,dialect,,,,,['Africa'],[],,Hurza,Vame,mber1261,Afro-Asiatic,afro1255,Africa,1,,,
ndre1239,vame1236,Ndreme,dialect,,,,,['Africa'],[],,Hurza,Vame,ndre1239,Afro-Asiatic,afro1255,Africa,1,,,
nort3156,bium1280,North Biu-Mandara,family,,,,,[],[],,North Biu-Mandara,Biu-Mandara,nort3156,Afro-Asiatic,afro1255,,0,,,
bium1279,nort3156,Musguic,family,,,,,[],[],,Musguic,North Biu-Mandara,bium1279,Afro-Asiatic,afro1255,,0,,,
musg1256,bium1279,Musgu-Mbara,family,,,,,[],[],,Musgu-Mbara,Musguic,musg1256,Afro-Asiatic,afro1255,,0,,,
mbar1260,musg1256,Mbara (Chad),language,mpk,mpk,10.91,15.54,['Africa'],['Chad'],,Musgu-Mbara,Musgu-Mbara,mbar1260,Afro-Asiatic,afro1255,Africa,1,Biu-Mandara,African Savannah,Afro-Asiatic
musg1254,musg1256,Musgu,language,mug,mug,10.8439,15.1065,['Africa'],"['Cameroon', 'Chad']",,Musgu-Mbara,Musgu-Mbara,musg1254,Afro-Asiatic,afro1255,Africa,1,Biu-Mandara,African Savannah,Afro-Asiatic
munj1246,musg1254,Munjuk-Nord,dialect,,,,,['Africa'],[],,Musgu-Mbara,Musgu,munj1246,Afro-Asiatic,afro1255,Africa,1,,,
beeg1236,munj1246,Beege,dialect,,,,,['Africa'],[],,Musgu-Mbara,Munjuk-Nord,beeg1236,Afro-Asiatic,afro1255,Africa,1,,,
mpus1238,munj1246,Mpus,dialect,,,,,['Africa'],[],,Musgu-Mbara,Munjuk-Nord,mpus1238,Afro-Asiatic,afro1255,Africa,1,,,
muzu1238,munj1246,Muzuk,dialect,,,,,['Africa'],[],,Musgu-Mbara,Munjuk-Nord,muzu1238,Afro-Asiatic,afro1255,Africa,1,,,
vulu1239,munj1246,Vulum,dialect,,,,,['Africa'],[],,Musgu-Mbara,Munjuk-Nord,vulu1239,Afro-Asiatic,afro1255,Africa,1,,,
munj1247,musg1254,Munjuk-Sud,dialect,,,,,['Africa'],[],,Musgu-Mbara,Musgu,munj1247,Afro-Asiatic,afro1255,Africa,1,,,
musk1256,bium1279,Muskum,language,mje,mje,11.5697,15.4113,['Africa'],['Chad'],"{'start_year': 1975, 'start_month': 1, 'start_day': 1, 'end_year': 1975, 'end_month': 1, 'end_day': 1}",Musguic,Musguic,musk1256,Afro-Asiatic,afro1255,Africa,1,,,
gida1247,nort3156,Gidar,language,gid,gid,9.874715,14.07845,['Africa'],"['Cameroon', 'Chad']",,North Biu-Mandara,North Biu-Mandara,gida1247,Afro-Asiatic,afro1255,Africa,1,Biu-Mandara,African Savannah,Afro-Asiatic
lamm1244,gida1247,Lam,dialect,,,,,['Africa'],[],,North Biu-Mandara,Gidar,lamm1244,Afro-Asiatic,afro1255,Africa,1,,,
higi1241,nort3156,Higic,family,,,,,[],[],,Higic,North Biu-Mandara,higi1241,Afro-Asiatic,afro1255,,0,,,
hyaa1239,higi1241,Hya,language,hya,hya,10.4814,13.526,['Africa'],"['Cameroon', 'Nigeria']",,Higic,Higic,hyaa1239,Afro-Asiatic,afro1255,Africa,1,,,
nkaf1238,higi1241,Nkafa-Kirya-Bana,family,,,,,[],[],,Nkafa-Kirya-Bana,Higic,nkaf1238,Afro-Asiatic,afro1255,,0,,,
